id,name,price,oldPrice,imgLink,discountPercent,productLink,screenSize,resolution,operatingSystem,imageTechnology,processor,refreshRate,speakerPower,internetConnection,wirelessConnectivity,usbPorts,videoAudioInputPorts,manufacturer,manufacturedIn,releaseYear,screenType,audioOutputPorts,itemGift,crawlDate
"327551","AQUA Google TV QLED AQT70K800UX Mẫu mới","13490000","14490000","https://cdn.tgdd.vn/Products/Images/1942/327551/TimerThumb/google-tivi-aqua-qled-4k-70-inch-aqt70k800ux-(3).jpg","-6","https://www.dienmayxanh.com/tivi/google-tivi-aqua-qled-4k-70-inch-aqt70k800ux","70 inch","4K","Google TV","Đồng bộ khung hình/tần số quét chơi game VRR HLG Quantum Dot Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)","","60 Hz","30W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","4 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","AQUA.  ","Việt Nam","2024","Đèn nền: LED nền (Direct LED), Tấm nền: VA LCD","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"322674","Samsung Smart TV QLED QA55Q65D Mẫu mới","16160000","16160000","https://cdn.tgdd.vn/Products/Images/1942/322674/tivi-qled-samsung-4k-55-inch-qa55q65d-120324-012216-550x340.jpg","0","https://www.dienmayxanh.com/tivi/tivi-qled-samsung-4k-55-inch-qa55q65d","55 inch","4K","Tizen™","Supreme UHD Dimming Quantum HDR Quantum Dot Dual LED Chuyển động mượt Motion Xcelerator Super Ultra Wide Game View & Game Bar Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort Chế độ Game Motion Plus Ambient Mode","Bộ xử lý Quantum 4K Lite","60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối bàn phím, chuột)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2024","Đèn nền: LED viền kết hợp Dual LED, Tấm nền: Hãng không công bố","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"273391","Samsung Smart TV UA55BU8000","12900000","12900000","https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/273391/smart-samsung-4k-55-inch-ua55bu8000-thumb-638649317772756611-550x340.jpg","0","https://www.dienmayxanh.com/tivi/smart-samsung-4k-55-inch-ua55bu8000","55 inch","4K","Tizen™","Nâng cấp độ tương phản Contrast Enhancer HDR10+ Dynamic Crystal Color Kiểm soát đèn nền UHD Dimming Chuyển động mượt Motion Xcelerator Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)","Bộ xử lý Crystal 4K","60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2022","Đèn nền: LED viền (Edge LED), Tấm nền: VA LCD","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"281936","TCL Google TV 55P635","7990000","10490000","https://cdn.tgdd.vn/Products/Images/1942/281936/google-tcl-4k-55-inch-55p635-270522-021039-550x340.jpg","-23","https://www.dienmayxanh.com/tivi/google-tcl-4k-55-inch-55p635?utm_flashsale=1","55 inch","4K","Google TV","HLG HDR10","Bộ xử lý AiPQ Gen 2","60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","1 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","TCL.  ","Việt Nam","2022","Đèn nền: LED nền (Direct LED), Tấm nền: VA LCD","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"327171","AQUA Google TV QLED AQT55S800UX Mẫu mới","14990000","14990000","https://cdn.tgdd.vn/Products/Images/1942/327171/TimerThumb/google-tv-aqua-qled-4k-55-inch-aqt55s800ux-(5).jpg","0","https://www.dienmayxanh.com/tivi/google-tv-aqua-qled-4k-55-inch-aqt55s800ux","55 inch","4K","Google TV","Đồng bộ khung hình/tần số quét chơi game VRR HLG HDR10 Dolby Vision Quantum Dot Kiểm soát đèn nền - Local Dimming Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)","","60 Hz","24W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","4 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","AQUA.  ","Việt Nam","2024","Đèn nền: LED nền (Direct LED), Tấm nền: VA LCD","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"303212","Samsung Smart TV QLED QA55QN85C","35900000","35900000","https://cdn.tgdd.vn/Products/Images/1942/303212/smart-tivi-neo-qled-4k-55-inch-samsung-qa55qn85c-020323-103815-550x340.jpg","0","https://www.dienmayxanh.com/tivi/smart-tivi-neo-qled-4k-55-inch-samsung-qa55qn85c","55 inch","4K","Tizen™","Supreme UHD Dimming Real Depth Enhancer Quantum Mini LED Màu sắc chuẩn chứng nhận PANTONE Brightness/Color Detection AI HDR Remastering Công nghệ kiểm soát đèn nền Quantum Matrix Technology 14 bit Chống xé hình FreeSync Premium Pro Chuyển động mượt Motion Xcelerator Turbo+ Super Ultra Wide Game View & Game Bar Góc nhìn rộng Wide Viewing Angle Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort Chế độ Game Motion Plus Ambient Mode+","Bộ xử lý Neural Quantum 4K AI 20 nơ-ron","120 Hz","60W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","4 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2023","Đèn nền: Mini LED, Tấm nền: VA LCD","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"325313","Sony Google TV BRAVIA 3 K-55S30 Mẫu mới","15490000","21890000","https://cdn.tgdd.vn/Products/Images/1942/325313/google-tivi-sony-4k-55-inch-k-55s30-thumb-1-550x340.jpg","-29","https://www.dienmayxanh.com/tivi/google-tivi-sony-4k-55-inch-k-55s30?utm_flashsale=1","55 inch","4K","Google TV","Tăng cường màu sắc Triluminos Pro HLG HDR10 Dolby Vision Nâng cấp hình ảnh 4K X-Reality PRO Chuyển động mượt Motionflow XR 200 Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)","Bộ xử lý X1 4K HDR Processor","50 Hz / 60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","4 cổng HDMI có 1 cổng HDMI eARC (ARC)","Sony.  ","Malaysia","2024","Đèn nền: LED nền (Direct LED), Tấm nền: Hãng không công bố","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"321457","Hisense Google TV 55A6500K","7990000","10990000","https://cdn.tgdd.vn/Products/Images/1942/321457/tivi-led-4k-hisense-55a6500k-220124-021318-550x340.jpg","-27","https://www.dienmayxanh.com/tivi/tivi-led-4k-hisense-55a6500k","55 inch","4K","Google TV","HLG HDR10+ Dolby Vision FilmMaker Mode","","60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","Hisense.  ","Thái Lan","2023","Đèn nền: LED nền (Direct LED), Tấm nền: VA LCD","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"322650","Samsung Smart TV QLED QA65QN85D Mẫu mới","37900000","44900000","https://cdn.tgdd.vn/Products/Images/1942/322650/tivi-neo-qled-samsung-4k-65-inch-qa65qn85d-280324-112133-550x340.jpg","-15","https://www.dienmayxanh.com/tivi/tivi-neo-qled-samsung-4k-65-inch-qa65qn85d","65 inch","4K","Tizen™","Supreme UHD Dimming Real Depth Enhancer AI HDR Remastering Chống xé hình FreeSync Premium Pro Chuyển động mượt Motion Xcelerator Super Ultra Wide Game View & Game Bar Góc nhìn rộng Wide Viewing Angle Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort Chế độ Game Motion Plus","","120 Hz","40W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối bàn phím, chuột)","2 cổng USB A","4 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2024","Đèn nền: Mini LED, Tấm nền: Hãng không công bố","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 5.420.000₫",2024-12-01
"324912","LG Smart TV OLED 55B4PSA Mẫu mới","25490000","39900000","https://cdn.tgdd.vn/Products/Images/1942/324912/tivi-oled-lg-4k-55-inch-55b4psa-230424-043653-550x340.jpg","-36","https://www.dienmayxanh.com/tivi/tivi-oled-lg-4k-55-inch-55b4psa","55 inch","4K","","HLG HDR10 Pro Dolby Vision FilmMaker Mode Công nghệ điểm ảnh Pixel Dimming Chống xé hình G-Sync Chống xé hình FreeSync Chuyển động mượt OLED Motion Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Chế độ game HGiG","","120 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối bàn phím, chuột)","2 cổng USB A","4 cổng HDMI có 1 cổng HDMI eARC (ARC)","LG.  ","Indonesia","2024","Tấm nền: OLED","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"322656","Samsung Smart TV OLED QA55S90D Mẫu mới","39900000","44900000","https://cdn.tgdd.vn/Products/Images/1942/322656/tivi-oled-samsung-4k-55-inch-qa55s90d-280324-115033-550x340.jpg","-11","https://www.dienmayxanh.com/tivi/tivi-oled-samsung-4k-55-inch-qa55s90d","55 inch","4K","Tizen™","Super Ultra Wide Game View & Game Bar Real Depth Enhancer Màu sắc chuẩn chứng nhận PANTONE Quantum Dot Màn hình OLED Chống chói Anti Reflection Góc nhìn siêu rộng Ultra Viewing Angle Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort","","144 Hz","40 W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối bàn phím, chuột)","2 cổng USB A","4 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2024","Tấm nền: OLED","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"325317","Sony Google TV OLED BRAVIA 8 K-65XR80 Mẫu mới","62790000","72890000","https://cdn.tgdd.vn/Products/Images/1942/325317/google-tivi-oled-sony-4k-65-inch-k-65xr80-thumb-1-550x340.jpg","-13","https://www.dienmayxanh.com/tivi/google-tivi-oled-sony-4k-65-inch-k-65xr80","65 inch","4K","Google TV","Đồng bộ khung hình/tần số quét chơi game VRR HLG HDR10 Dolby Vision Tăng cường màu sắc XR Triluminos Pro Tương thích chuẩn IMAX Enhanced Hiệu chuẩn màu sắc Netflix Calibrated Mode Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)","","120 Hz","50W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","4 cổng HDMI có 1 cổng HDMI eARC (ARC)","Sony.  ","Malaysia","2024","Tấm nền: OLED","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"322655","Samsung Smart TV OLED QA65S90D Mẫu mới","55900000","63900000","https://cdn.tgdd.vn/Products/Images/1942/322655/tivi-oled-samsung-4k-65-inch-qa65s90d-280324-114832-550x340.jpg","-12","https://www.dienmayxanh.com/tivi/tivi-oled-samsung-4k-65-inch-qa65s90d","65 inch","4K","Tizen™","Super Ultra Wide Game View & Game Bar Real Depth Enhancer Màu sắc chuẩn chứng nhận PANTONE Quantum Dot Màn hình OLED Chống chói Anti Reflection Góc nhìn siêu rộng Ultra Viewing Angle Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort","","144 Hz","40 W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối bàn phím, chuột)","2 cổng USB A","4 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2024","Tấm nền: OLED","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 10.520.000₫",2024-12-01
"322651","Samsung Smart TV QLED QA55QN85D Mẫu mới","32900000","35900000","https://cdn.tgdd.vn/Products/Images/1942/322651/tivi-neo-qled-samsung-4k-55-inchqa55qn85d-280324-112410-550x340.jpg","-8","https://www.dienmayxanh.com/tivi/tivi-neo-qled-samsung-4k-55-inchqa55qn85d","55 inch","4K","Tizen™","Supreme UHD Dimming Real Depth Enhancer AI HDR Remastering Chống xé hình FreeSync Premium Pro Chuyển động mượt Motion Xcelerator Super Ultra Wide Game View & Game Bar Góc nhìn rộng Wide Viewing Angle Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort Chế độ Game Motion Plus","","120 Hz","40W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối bàn phím, chuột)","2 cổng USB A","4 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2024","Đèn nền: Mini LED, Tấm nền: Hãng không công bố","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 5.420.000₫",2024-12-01
"325643","Samsung Smart TV UA98DU9000 Mẫu mới","79260000","98900000","https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/325643/smart-tivi-samsung-4k-98-inch-ua98du9000-thumb-638649353971800546-550x340.jpg","-19","https://www.dienmayxanh.com/tivi/smart-tivi-samsung-4k-98-inch-ua98du9000","98 inch","4K","Tizen™","PurColor HDR Kiểm soát đèn nền UHD Dimming Nâng cấp độ tương phản Contrast Enhancer Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Chế độ Game Motion Plus","Bộ xử lý Crystal 4K","120 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2024","Đèn nền: LED nền (Full Array LED), Tấm nền: Hãng không công bố","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 10.520.000₫",2024-12-01
"278576","LG Smart TV NanoCell 55NANO76SQA","12590000","22900000","https://cdn.tgdd.vn/Products/Images/1942/278576/smart-nanocell-lg-4k-55-inch-55nano76sqa-240223-025659-550x340.jpg","-45","https://www.dienmayxanh.com/tivi/smart-nanocell-lg-4k-55-inch-55nano76sqa?utm_flashsale=1","55 inch","4K","webOS 22","HLG HDR10 Pro HDR Dynamic Tone Mapping FilmMaker Mode Active HDR Nâng cấp độ phân giải 4K AI Upscaling Nâng cấp hình ảnh AI Picture Pro 4K Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Chế độ game HGiG","","60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","LG.  ","Indonesia","2022","Đèn nền: LED nền (Direct LED), Tấm nền: Hãng không công bố","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"303230","Samsung Smart TV UA65CU8000","14990000","16400000","https://cdn.tgdd.vn/Products/Images/1942/303230/smart-tivi-samsung-4k-65-inch-ua65cu8000-020323-111114-550x340.jpg","-8","https://www.dienmayxanh.com/tivi/smart-tivi-samsung-4k-65-inch-ua65cu8000","65 inch","4K","Tizen™","Nâng cấp độ tương phản Contrast Enhancer HDR10+ Dynamic Crystal Color Chuyển động mượt Motion Xcelerator Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)","Bộ xử lý Crystal 4K","50 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2023","Đèn nền: LED viền (Edge LED), Tấm nền: VA LCD","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"303231","Samsung Smart TV UA55CU8000","12930000","12930000","https://cdn.tgdd.vn/Products/Images/1942/303231/smart-tivi-samsung-4k-55-inch-ua55cu8000-020323-111525-550x340.jpg","0","https://www.dienmayxanh.com/tivi/smart-tivi-samsung-4k-55-inch-ua55cu8000","55 inch","4K","Tizen™","Nâng cấp độ tương phản Contrast Enhancer HDR10+ Dynamic Crystal Color Chuyển động mượt Motion Xcelerator Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)","Bộ xử lý Crystal 4K","50 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2023","Đèn nền: LED viền (Edge LED), Tấm nền: VA LCD","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"311367","Toshiba Smart TV 43V31MP","5490000","6990000","https://cdn.tgdd.vn/Products/Images/1942/311367/smart-tivi-toshiba-43-inch-43v31mp-280723-033129-550x340.jpg","-21","https://www.dienmayxanh.com/tivi/smart-tivi-toshiba-43-inch-43v31mp?utm_flashsale=1","43 inch","Full HD","Vidaa U7","Picture Optimizer Công nghệ Essential PQ Công nghệ Color Re-Master Chức năng Contrast Booster","Bộ xử lý Regza Engine HG","60 Hz","24W","Wi-Fi Cổng mạng LAN","","2 cổng USB A","2 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","Toshiba.  ","Thái Lan","2023","Đèn nền: LED nền (Direct LED), Tấm nền: VA LCD","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","",2024-12-01
"278575","LG Smart TV NanoCell 65NANO76SQA","16390000","29900000","https://cdn.tgdd.vn/Products/Images/1942/278575/smart-nanocell-lg-4k-65-inch-65nano76sqa-200223-095518-550x340.jpg","-45","https://www.dienmayxanh.com/tivi/smart-nanocell-lg-4k-65-inch-65nano76sqa","65 inch","4K","webOS 22","HLG HDR10 Pro HDR Dynamic Tone Mapping FilmMaker Mode Active HDR Nâng cấp độ phân giải 4K AI Upscaling Nâng cấp hình ảnh AI Picture Pro 4K Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Chế độ game HGiG","","60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","LG.  ","Indonesia","2022","Đèn nền: LED nền (Direct LED), Tấm nền: Hãng không công bố","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"322673","Samsung Smart TV QLED QA65Q65D Mẫu mới","19160000","20900000","https://cdn.tgdd.vn/Products/Images/1942/322673/tivi-qled-samsung-4k-65-inch-qa65q65d-120324-011429-550x340.jpg","-8","https://www.dienmayxanh.com/tivi/tivi-qled-samsung-4k-65-inch-qa65q65d","65 inch","4K","Tizen™","Supreme UHD Dimming Quantum HDR Quantum Dot Dual LED Chuyển động mượt Motion Xcelerator Super Ultra Wide Game View & Game Bar Giảm độ trễ chơi game Auto Low Latency Mode (ALLM) Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort Chế độ Game Motion Plus Ambient Mode","Bộ xử lý Quantum 4K Lite","60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối bàn phím, chuột)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2024","Đèn nền: LED viền kết hợp Dual LED, Tấm nền: Hãng không công bố","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"306075","TCL Google TV 32S5400","4190000","4790000","https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/1942/306075/google-tivi-tcl-32-inch-32s5400-thumb-550x340.jpg","-12","https://www.dienmayxanh.com/tivi/google-tivi-tcl-32-inch-32s5400","32 inch","Full HD","Google TV","HLG HDR10","","60 Hz","16W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","1 cổng USB A","2 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","TCL.  ","Việt Nam","2023","Đèn nền: LED nền (Direct LED), Tấm nền: VA LCD","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 160.000₫",2024-12-01
"327550","AQUA Android TV AQT43K800FG Mẫu mới","6490000","6490000","https://cdn.tgdd.vn/Products/Images/1942/327550/TimerThumb/android-tivi-aqua-43-inch-aqt43k800fg-(3).jpg","0","https://www.dienmayxanh.com/tivi/android-tivi-aqua-43-inch-aqt43k800fg","43 inch","Full HD","Android 11.0","HLG HDR10 Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)","","60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","AQUA.  ","Việt Nam","2024","Đèn nền: LED nền (Direct LED), Tấm nền: VA LCD","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 520.000₫",2024-12-01
"306073","TCL Google TV 43S5400","6390000","6790000","https://cdn.tgdd.vn/Products/Images/1942/306073/google-tivi-tcl-43-inch-43s5400-thumb-550x340.jpg","-5","https://www.dienmayxanh.com/tivi/google-tivi-tcl-43-inch-43s5400","43 inch","Full HD","Google TV","HLG HDR10","","60 Hz","19W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","1 cổng USB A","2 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","TCL.  ","Việt Nam","2023","Đèn nền: LED nền (Direct LED), Tấm nền: VA LCD","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 300.000₫",2024-12-01
"279935","Samsung Smart TV UA43AU7002","7190000","8400000","https://cdn.tgdd.vn/Products/Images/1942/279935/product-279935-110522-094032-550x340.jpg","-14","https://www.dienmayxanh.com/tivi/smart-samsung-4k-43-inch-ua43au7002","43 inch","4K","Tizen™","PurColor HDR10+ Kiểm soát đèn nền UHD Dimming Nâng cấp độ tương phản Contrast Enhancer Chuyển động mượt Motion Xcelerator Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)","Bộ xử lý Crystal 4K","60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2022","Đèn nền: LED viền (Edge LED), Tấm nền: VA LCD","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 300.000₫",2024-12-01
"326476","TCL Google TV 50P79B Mẫu mới","9490000","9490000","https://cdn.tgdd.vn/Products/Images/1942/326476/google-tv-tcl-4k-50-inch-50p79b-thumb-2-550x340.jpg","0","https://www.dienmayxanh.com/tivi/google-tv-tcl-4k-50-inch-50p79b","50 inch","4K","Google TV","HLG HDR10+ Dolby Vision IQ Dolby Vision Tăng cường chuyển động MEMC 120 Hz Chống xé hình FreeSync","","60 Hz","30W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối bàn phím, chuột)","1 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","TCL.  ","Việt Nam","2024","Đèn nền: LED nền (Direct LED), Tấm nền: VA LCD","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 300.000₫",2024-12-01
"303233","Samsung Smart TV UA43CU8000","10400000","10400000","https://cdn.tgdd.vn/Products/Images/1942/303233/smart-tivi-samsung-4k-43-inch-ua43cu8000-020323-111920-550x340.jpg","0","https://www.dienmayxanh.com/tivi/smart-tivi-samsung-4k-43-inch-ua43cu8000","43 inch","4K","Tizen™","Nâng cấp độ tương phản Contrast Enhancer HDR10+ Dynamic Crystal Color Chuyển động mượt Motion Xcelerator Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)","Bộ xử lý Crystal 4K","50 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","2 cổng USB A","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","Samsung.  ","Việt Nam","2023","Đèn nền: LED viền (Edge LED), Tấm nền: VA LCD","1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 300.000₫",2024-12-01
"312858","Xiaomi Google TV A L32M8-P2SEA","3990000","4490000","https://cdn.tgdd.vn/Products/Images/1942/312858/google-tivi-xiaomi-32-inch-l32m8-p2sea-021023-105029-550x340.jpg","-11","https://www.dienmayxanh.com/tivi/google-tivi-xiaomi-32-inch-l32m8-p2sea","32 inch","HD","Google TV","HLG HDR10 Dolby Vision","","60 Hz","10W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","","2 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","Xiaomi.  ","Việt Nam","2023","Đèn nền: LED viền (Edge LED), Tấm nền: IPS LCD","1 cổng eARC (ARC)","Quà 160.000₫",2024-12-01
"306074","TCL Google TV 40S5400","5090000","5790000","https://cdn.tgdd.vn/Products/Images/1942/306074/google-tivi-tcl-40-inch-40s5400-thumb-550x340.jpg","-12","https://www.dienmayxanh.com/tivi/google-tivi-tcl-40-inch-40s5400","40 inch","Full HD","Google TV","HLG HDR10","","60 Hz","19W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","1 cổng USB A","2 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","TCL.  ","Việt Nam","2023","Đèn nền: LED nền (Direct LED), Tấm nền: VA LCD","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 300.000₫",2024-12-01
"308371","Sony Google TV KD-43X77L","11190000","11890000","https://cdn.tgdd.vn/Products/Images/1942/308371/google-tivi-sony-4k-43-inch-kd-43x77l-010623-032203-550x340.jpg","-5","https://www.dienmayxanh.com/tivi/google-tivi-sony-4k-43-inch-kd-43x77l","43 inch","4K","Google TV","Tăng cường tương phản Dynamic Contrast Enhancer HLG HDR10 Màu sắc sống động Live Colour Nâng cấp hình ảnh 4K X-Reality PRO Chuyển động mượt Motionflow XR 200","Bộ xử lý X1 4K","60 Hz","20W","Wi-Fi Cổng mạng LAN","Bluetooth (Kết nối loa, thiết bị di động)","","3 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite","Sony.  ","Việt Nam","2023","Đèn nền: LED nền (Direct LED), Tấm nền: Hãng không công bố","1 cổng 3.5 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)","Quà 300.000₫",2024-12-01
