id,name,price,oldPrice,imgLink,discountPercent,productLink,screenSize,resolution,operatingSystem,imageTechnology,processor,refreshRate,speakerPower,internetConnection,wirelessConnectivity,usbPorts,videoAudioInputPorts,manufacturer,manufacturedIn,releaseYear,warrantyPeriod,tiviType,hdr,soundTechnology,memory,voiceSearch,crawlDate
"138370","Android Tivi Hisense 40A4N","4690000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10058150-tskt.jpg","19","https://www.nguyenkim.com/android-tivi-hisense-full-hd-40-inch-40a4n.html","40 inch","Full HD","Android Tivi","High contrast, Natural Color Enhancer","MT9216AAATYB","60 Hz","20W","Có","2.4/5.0","2 cổng","HDMI 1.4*2","Hisense","Thái Lan","2024","24 Tháng","Android Tivi","Không","DTS Virtual X","1GB+8GB","Google Assistant (tiếng Việt)",2024-12-01
"140690","Smart Tivi Toshiba 43E31MP","5990000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10058428-Smart_Tivi_Toshiba_43E31MP1-tskt_9.jpg","8","https://www.nguyenkim.com/smart-tivi-toshiba-full-hd-43-inch-43e31mp.html","43 inch","Full HD","VIDAA TV","Picture Optimizer, Công nghệ Essential PQ, Công nghệ Color Re-Master, Chức năng Contrast Booster, Digital Noise Reduction, Auto Signal Booster","Regza Engine","60 Hz","20W","Ethernet Network (RJ45)","WiFi 802.11 chuẩn a/b/g/n/ac","2 Cổng","HDMI 2.0x2, HDMI eARC","Toshiba (Tivi)","Thái Lan","2024","24 Tháng","Smart Tivi","Không","DTS Virtual X, Regza Power Audio, DTS X","1G+4G","Tìm kiếm bằng giọng nói thông qua ứng dụng VIDAA kết nối trên điện thoại",2024-12-01
"136093","Tivi QLED Samsung QA55Q60DAKXXV","15900000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057614-smart-tivi-qled-4k-55-inch-qa55q60dakxxv-tskt.jpg","11","https://www.nguyenkim.com/smart-tivi-qled-samsung-4k-55-inch-qa55q60dakxxv.html","55 inch","4K (UHD)","Tizen","Quantum Dot tái hiện 100% dải màu, Quantum HDR, Motion Xcelerator, Supreme UHD Dimming, Màu sắc đạt chuẩn chứng nhận Pantone, Super Ultra Wide Game View & Game Bar, Expert Calibration tự động cân chỉnh màu sắc, Giảm độ trễ chơi game với ALLM,...","Quantum Processor Lite 4K","60 Hz","20W","1 cổng","Wifi 5","2 x USB-A","3 cổng","Samsung","Việt Nam","2024","24 Tháng","Tivi QLED","HDR 10+","Q-Symphony Next kết hợp loa tivi với loa thanh bằng AI, Active Voice Amplifier điều chỉnh âm hội thoại theo môi trường, Adaptive Sound Tự động điều chỉnh chất âm phù hợp với nội dung đang chiếu, Âm thanh chuyển động theo hình ảnh OTS","DDR 2G, Flash 8G","Trợ lý ảo Tiếng Việt Bixby: Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"135420","Google Tivi Hisense 43A6500K","6490000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057469-tivi-google-hisense-4k-43-inch-43a6500k-tskt.jpg","20","https://www.nguyenkim.com/google-tivi-hisense-4k-43-inch-43a6500k.html","43 inch","4K (UHD)","Google TV","Công nghệ xử lý hình ảnh Dynamic Backlight Control/VRR/MEMC; Công nghệ hình ảnh HDR10/Dolby Vision","MT9612IAATNC","60 Hz","20W","Có","2.4G + 5G/Bluetooth 5.1","2 Cổng","3 cổng","Hisense","Thái Lan","2023","24 Tháng","Google Tivi","HDR10","Dolby Atmos","","Tìm kiếm bằng giọng nói Tiếng Việt, Trợ lý ảo Google Assistant, Tìm kiếm bằng giọng nói không cần remote",2024-12-01
"136183","Smart Tivi Samsung UA55DU7700KXXV","13900000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057630-smart-tivi-qled-4k-55-inch-qa55du7700kxxv-tskt.jpg","7","https://www.nguyenkim.com/smart-tivi-samsung-4k-55-inch-ua55du7700kxxv.html","55 inch","4K (UHD)","Tizen","Purcolor, HDR, Công nghệ UHD Dimming, Contrast Enhancer, Motion Xcelerator","Crystal 4K","60 Hz","20W","1 cổng","Wifi 5","1 x USB-A","3 Micro HDMI","Samsung","Việt Nam","2024","24 Tháng","Smart Tivi","HDR10","Q symphony Next, Object Tracking Sound Lite (OTS Lite), Adaptive Sound","DDR 2G, Flash 8G","Trợ lý ảo Tiếng Việt Bixby: Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"135893","Google Tivi LED TCL 55P755 Pro","10490000.00","12490000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057487-tivi-qled-tcl-4k-55-inch-55p755-tskt.jpg","16","https://www.nguyenkim.com/google-tivi-led-tcl-4k-55-inch-55p755-pro.html","55 inch","4K (UHD)","Google TV","HDR10+ Decoding, Dolby Vision","AIPQ Processor","60Hz/120Hz MEMC, 120 Hz DLG, 120Hz VRR Hz","(2x10)W + 15W","1 cổng","2.4GHz/5GHz","2","4 Cổng","TCL","Việt Nam","2024","24 Tháng","Google Tivi","HDR 10+","Dolby Atmos, DTS Vitual:X, DTS HD","","Google Assistant - Remote có micro",2024-12-01
"137493","BRAVIA 3 Tivi LED Sony 4K 55 inch K-55S30","15490000.00","16990000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10058015-Google_Tivi_LED_Sony_4K_55_inch_K-55S30_VN3-tskt.jpg","23","https://www.nguyenkim.com/google-tivi-led-sony-4k-55-inch-k-55s30-vn3.html","55 inch","4K (UHD)","Google TV","4K HDR Processor X1, Triluminos PRO, 4K X-Reality PRO, Motionflow XR 200, Auto mode, Dolby Vision","4K HDR Processor X1","60 Hz / 50 Hz","20W","Có","Wifi, LAN (2,4 GHz/5 GHz)","2 (Bên cạnh)","4 cổng","Sony","Malaysia","2024","24 Tháng","Google Tivi","HDR10/HLG","X-Balanced Speaker, Dolby Atmos, DTS Digital Surround, S-Master Digital Amplifier","","Tìm kiếm và điều khiển TV không cần remote bằng cách nói ""OK google + câu lệnh"" trực tiếp vào TV - Hoặc Tìm kiếm bằng giọng nói truyền thống bằng remote",2024-12-01
"136138","Smart Tivi Samsung UA55DU8000KXXV","14400000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057624-smart-tivi-qled-4k-55-inch-qa55du800kxxv-tskt.jpg","6","https://www.nguyenkim.com/smart-tivi-samsung-4k-55-inch-ua55du8000kxxv.html","55 inch","4K (UHD)","Tizen","Hiển thị 1 tỷ sắc màu với Dynamic Crystal Color, Nâng cấp hình ảnh lên chuẩn 4K, Nâng cấp độ tương phản Contrast Enhancer, HDR cải thiện độ tương phản, Motion Xcelerator cho chuyển động mượt mà hơn, Auto Low Latercy giảm độ trễ khi chiến game","Crystal 4K","60 Hz","20W","1 cổng","Wifi 5","2 x USB-A","3 Micro HDMI","Samsung","Việt Nam","2024","24 Tháng","Smart Tivi","HDR10","Q-Symphony Next kết hợp loa tivi với loa thanh bằng AI, Active Voice Amplifier điều chỉnh âm hội thoại theo môi trường, Adaptive Sound Tự động điều chỉnh chất âm phù hợp với nội dung đang chiếu, Âm thanh chuyển động theo hình ảnh OTS","DDR 2G, Flash 8G","Trợ lý ảo Tiếng Việt Bixby: Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"136978","Smart Tivi LED LG 43UT8050PSB","9890000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057952-Smart_Tivi_LG_4K_43_inch_43UT8050PSB-tskt.jpg","17","https://www.nguyenkim.com/smart-tivi-lg-4k-43-inch-43ut8050psb.html","43 inch","4K (UHD)","webOS Smart TV","9 chế độ (Sống động, Tiêu chuẩn, Sinh thái, Rạp chiếu phim, Thể thao, Trò chơi, Nhà làm phim, (ISF) Chuyên gia (Phòng sáng), (ISF) Chuyên gia (Phòng tối))","α5 AI Processor 4K Gen7","60 Hz","20W","1 cổng","Wifi 5","2 Cổng","3 cổng HDMI có 1 cổng HDMI eARC (ARC)","LG","Indonesia","2024","24 Tháng","Smart Tivi","HDR10/HLG","AI Sound Pro (Virtual 9.1.2 Up-mix)","","Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"136088","Tivi QLED Samsung QA65Q60DAKXXV","18900000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057613-smart-tivi-qled-4k-65-inch-qa65q60dakxxv-tskt.jpg","14","https://www.nguyenkim.com/smart-tivi-qled-samsung-4k-65-inch-qa65q60dakxxv.html","65 inch","4K (UHD)","Tizen","Quantum Dot tái hiện 100% dải màu, Quantum HDR, Motion Xcelerator, Supreme UHD Dimming, Màu sắc đạt chuẩn chứng nhận Pantone, Super Ultra Wide Game View & Game Bar, Expert Calibration tự động cân chỉnh màu sắc, Giảm độ trễ chơi game với ALLM,...","Quantum Processor Lite 4K","60 Hz","20W","1 cổng","Wifi 5","2 x USB-A","3 cổng","Samsung","Việt Nam","2024","24 Tháng","Tivi QLED","HDR 10+","Q-Symphony Next kết hợp loa tivi với loa thanh bằng AI, Active Voice Amplifier điều chỉnh âm hội thoại theo môi trường, Adaptive Sound Tự động điều chỉnh chất âm phù hợp với nội dung đang chiếu, Âm thanh chuyển động theo hình ảnh OTS","DDR 2G, Flash 8G","Trợ lý ảo Tiếng Việt Bixby: Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"136173","Smart Tivi Samsung UA65DU7700KXXV","15900000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057629-smart-tivi-qled-4k-65-inch-qa65du7700kxxv-tskt.jpg","11","https://www.nguyenkim.com/smart-tivi-samsung-4k-65-inch-ua65du7700kxxv.html","65 inch","4K (UHD)","Tizen","Purcolor, HDR, Công nghệ UHD Dimming, Contrast Enhancer, Motion Xcelerator","Crystal 4K","60 Hz","20W","1 cổng","Wifi 5","1 x USB-A","3 Micro HDMI","Samsung","Việt Nam","2024","24 Tháng","Smart Tivi","HDR10","Q symphony Next, Object Tracking Sound Lite (OTS Lite), Adaptive Sound","DDR 2G, Flash 8G","Trợ lý ảo Tiếng Việt Bixby: Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"130312","Android Tivi TCL 32S5400A","4390000.00","3990000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10055634-android-tivi-tcl-hd-32-inch-32s5400a-tskt.jpg","4","https://www.nguyenkim.com/android-tivi-tcl-hd-32-inch-32s5400a.html","32 inch","HD","Android","HDR10","CA55x4 @1.1GHz (DVFS 1.45GHz)","60 Hz","16W","Có","Có","1 Cổng","2 cổng","TCL","Việt Nam","2023","24 Tháng","Android Tivi","2K HDR10 Decoding","Dolby Audio","8GB","Có",2024-12-01
"137488","BRAVIA 3 Tivi LED Sony 4K 43 inch K-43S30","12190000.00","13290000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10058016-Google_Tivi_LED_Sony_4K_43_inch_K-43S30_VN3-tskt.jpg","22","https://www.nguyenkim.com/google-tivi-led-sony-4k-43-inch-k-43s30-vn3.html","43 inch","4K (UHD)","Google TV","4K HDR Processor X1, Triluminos PRO, 4K X-Reality PRO, Motionflow XR 200, Auto mode, Dolby Vision","4K HDR Processor X1","60Hz/50 Hz","20W","Có","Wifi, LAN (2,4 GHz/5 GHz)","2 (Bên cạnh)","4 cổng","Sony","Malaysia","2024","24 Tháng","Google Tivi","HDR10/HLG","X-Balanced Speaker, Dolby Atmos, DTS Digital Surround, S-Master Digital Amplifier","","Tìm kiếm và điều khiển TV không cần remote bằng cách nói ""OK google + câu lệnh"" trực tiếp vào TV - Hoặc Tìm kiếm bằng giọng nói truyền thống bằng remote",2024-12-01
"136133","Smart Tivi Samsung UA65DU8000KXXV","16400000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057623-smart-tivi-qled-4k-65-inch-qa65du800kxxv-tskt.jpg","11","https://www.nguyenkim.com/smart-tivi-samsung-4k-65-inch-ua65du8000kxxv.html","65 inch","4K (UHD)","Tizen","Hiển thị 1 tỷ sắc màu với Dynamic Crystal Color, Nâng cấp hình ảnh lên chuẩn 4K, Nâng cấp độ tương phản Contrast Enhancer, HDR cải thiện độ tương phản, Motion Xcelerator cho chuyển động mượt mà hơn, Auto Low Latercy giảm độ trễ khi chiến game","Crystal 4K","60 Hz","20W","1 cổng","Wifi 5","2 x USB-A","3 Micro HDMI","Samsung","Việt Nam","2024","24 Tháng","Smart Tivi","HDR10","Q-Symphony Next kết hợp loa tivi với loa thanh bằng AI, Active Voice Amplifier điều chỉnh âm hội thoại theo môi trường, Adaptive Sound Tự động điều chỉnh chất âm phù hợp với nội dung đang chiếu, Âm thanh chuyển động theo hình ảnh OTS","DDR 2G, Flash 8G","Trợ lý ảo Tiếng Việt Bixby: Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"136148","Smart Tivi Samsung UA43DU8000KXXV","10900000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057626-smart-tivi-qled-4k-43-inch-qa43du800kxxv-tskt.jpg","4","https://www.nguyenkim.com/smart-tivi-samsung-4k-43-inch-ua43du8000kxxv.html","43 inch","4K (UHD)","Tizen","Hiển thị 1 tỷ sắc màu với Dynamic Crystal Color, Nâng cấp hình ảnh lên chuẩn 4K, Nâng cấp độ tương phản Contrast Enhancer, HDR cải thiện độ tương phản, Motion Xcelerator cho chuyển động mượt mà hơn, Auto Low Latercy giảm độ trễ khi chiến game","Crystal 4K","60 Hz","20W","1 cổng","Wifi 5","2 x USB-A","3 Micro HDMI","Samsung","Việt Nam","2024","24 Tháng","Smart Tivi","HDR10","Q-Symphony Next kết hợp loa tivi với loa thanh bằng AI, Active Voice Amplifier điều chỉnh âm hội thoại theo môi trường, Adaptive Sound Tự động điều chỉnh chất âm phù hợp với nội dung đang chiếu, Âm thanh chuyển động theo hình ảnh OTS","DDR 2G, Flash 8G","Trợ lý ảo Tiếng Việt Bixby: Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"119112","Smart Tivi NanoCell LG 65NANO76SQA","16390000.00","16890000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10052165-smart-tivi-nanocell-lg-4k-65-inch-65nano76sqa-tskt.jpg","45","https://www.nguyenkim.com/smart-tivi-nanocell-lg-4k-65-inch-65nano76sqa.html","65 inch","4K (UHD)","webOS Smart TV","4K Upscaling, Active HDR- HDR10 Pro, FILMMAKER MODE™, Dynamic Tone Mapping, AV1 (Video Decoder), HGIG Mode (9 modes: Vivid, Standard, Eco, Cinema, Sports, Game, Filmmaker, (ISF)Expert(Bright Room), (ISF)Expert(Dark Room))","α5 Gen5 AI Processor 4K","60 Hz","20W","Có","Có (802.11ac)","2 cổng: 1 (Rear)/1(Side)","3 cổng: 1 (Rear)/2(Side)","LG","Indonesia","2022","24 Tháng","Tivi NanoCell","Active HDR; HDR10 Pro","DOLBY ATMOS, AI Sound Pro, Clear Voice Pro","","Có",2024-12-01
"130314","Android Tivi TCL 40S5400A","5490000.00","4990000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10055635-android-tivi-tcl-full-hd-40-inch-40s5400a-tskt.jpg","2","https://www.nguyenkim.com/android-tivi-tcl-full-hd-40-inch-40s5400a.html","40 inch","Full HD","Android","HDR10","CA55x4 @1.1GHz (DVFS 1.45GHz)","60 Hz","19W","Có","Có","1 Cổng","2 cổng","TCL","Việt Nam","2023","24 Tháng","Android Tivi","2K HDR10 Decoding","Dolby Audio","","Có",2024-12-01
"121087","Google Tivi TCL 55P638","8490000.00","8290000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10052656-google-tivi-tcl-led-4k-55-inch-55p638-tskt.jpg","19","https://www.nguyenkim.com/google-tivi-tcl-led-4k-55-inch-55p638.html","55 inch","4K (UHD)","Google TV","HDR10","Bộ xử lý AiPQ Gen 2","60 Hz","20W","Có","Wi-Fi 5 (2.4G + 5G)","Có","3 cổng","TCL","Việt Nam","2022","24 Tháng","Google Tivi","","Dolby Audio","","",2024-12-01
"119441","Smart Tivi Samsung UA43AU7002KXXV","7900000.00","7900000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10052136-smart-tivi-samsung-crystal-uhd-4k-43-inch-ua43au7002kxxv-tskt.jpg","6","https://www.nguyenkim.com/smart-tivi-samsung-crystal-uhd-4k-43-inch-ua43au7002kxxv.html","43 inch","4K (UHD)","Tizen","Crystal Processor 4K, HDR 10+, UHD 4K, UHD Dimming, Contrast Enhancer, Filmmaker Mode (FMM), One Billion Color, Auto Motion Plus","Bộ xử lý Crystal 4K","60 Hz","20W","Có","WiFi5, Bluetooth4.2","1 x USB","3 cổng","Samsung","Việt Nam","2022","24 Tháng","Smart Tivi","HDR10+","Dolby Digital Plus, Adaptive Sound, Q-Symphony","","Không có",2024-12-01
"119122","Smart Tivi NanoCell LG 55NANO76SQA","12590000.00","13890000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10052166-smart-tivi-nanocell-lg-4k-55-inch-55nano76sqa-tskt.jpg","45","https://www.nguyenkim.com/smart-tivi-nanocell-lg-4k-55-inch-55nano76sqa.html","55 inch","4K (UHD)","webOS Smart TV","4K Upscaling, Active HDR - HDR10 Pro, FILMMAKER MODE™, Dynamic Tone Mapping, AV1 (Video Decoder), Picture Mode (9 modes: Vivid, Standard, Eco, Cinema, Sports, Game, Filmmaker, (ISF)Expert(Bright Room), (ISF)Expert(Dark Room))","α5 Gen5 AI Processor 4K","60 Hz","20W","Có","Có (802.11ac)","2 cổng: 1(Rear)/1(Side)","3 cổng: 1(Rear)/2(Side)","LG","Indonesia","2022","24 Tháng","Tivi NanoCell","Active HDR; HDR10 Pro","DOLBY ATMOS, AI Sound Pro, Clear Voice Pro","","Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"138365","Android Tivi Hisense 32A4N","3990000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10058149-tskt.jpg","13","https://www.nguyenkim.com/android-tivi-hisense-hd-32-inch-32a4n.html","32 inch","HD","Android Tivi","High contrast, Natural Color Enhancer","MT9216AAATYB","60 Hz","16W","Có","2.4/5.0","2 cổng","HDMI 1.4*2","Hisense","Thái Lan","2024","24 Tháng","Android Tivi","Không","DTS Virtual X","1GB+8GB","Google Assistant (tiếng Việt)",2024-12-01
"137158","BRAVIA 3 Tivi LED Sony 4K 50 inch K-50S30","14590000.00","15890000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057851-tivi-sony-k-50s30-vn3-tskt.jpg","18","https://www.nguyenkim.com/google-tivi-sony-4k-50-inch-k-50s30-vn3.html","50 inch","4K (UHD)","Google TV","4K HDR Processor X1, Triluminos PRO, 4K X-Reality PRO, Motionflow XR 200, Auto mode, Dolby Vision","4K HDR Processor X1","60Hz/50 Hz","20W","","Wifi, LAN (2,4 GHz/5 GHz)","2 (Bên cạnh)","4 cổng","Sony","Malaysia","2024","24 Tháng","Google Tivi","HDR10/HLG","X-Balanced Speaker, Dolby Atmos, DTS Digital Surround, S-Master Digital Amplifier","","Tìm kiếm và điều khiển TV không cần remote bằng cách nói ""OK google + câu lệnh"" trực tiếp vào TV - Hoặc Tìm kiếm bằng giọng nói truyền thống bằng remote",2024-12-01
"118519","Google Tivi Sony KD-43X75K","8790000.00","9890000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10051997-google-tivi-sony-4k-43-inch-kd-43x75k-vn3-tskt.jpg","25","https://www.nguyenkim.com/google-tivi-sony-4k-43-inch-kd-43x75k-vn3.html","43 inch","4K (UHD)","Google TV","Chuyển động mượt Motionflow XR 200, HDR10, HLG, Tăng cường tương phản Dynamic Contrast Enhancer, Màu sắc sống động Live Colour, Nâng cấp hình ảnh 4K X-Reality PRO","Bộ xử lý X1 4K HDR","50 Hz","20W","Có","Có","2 Cổng","3 cổng","Sony","Việt Nam","2022","24 Tháng","Google Tivi","","Clear Phase, DTS Digital Surround, S-Master Digital Amplifier, S-Force Front Surround","","Tìm kiếm giọng nói trên YouTube bằng tiếng Việt, Google Assistant có tiếng Việt",2024-12-01
"118535","Google Tivi Sony KD-65X75K","14690000.00","17890000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10051994-google-tivi-sony-4k-65-inch-kd-65x75k-vn3-tskt.jpg","29","https://www.nguyenkim.com/google-tivi-sony-4k-65-inch-kd-65x75k-vn3.html","65 inch","4K (UHD)","Google TV","Chuyển động mượt Motionflow XR 200, HDR10, HLG, Tăng cường tương phản Dynamic Contrast Enhancer, Màu sắc sống động Live Colour, Nâng cấp hình ảnh 4K X-Reality PRO","Bộ xử lý X1 4K HDR","50 Hz","20W","Có","Có","2 Cổng","3 cổng","Sony","Việt Nam","2022","24 Tháng","Google Tivi","","Clear Phase, DTS Digital Surround, S-Master Digital Amplifier, S-Force Front Surround","","Tìm kiếm giọng nói trên YouTube bằng tiếng Việt, Google Assistant có tiếng Việt",2024-12-01
"118532","Google Tivi Sony KD-55X75K","12390000.00","14390000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10051995-google-tivi-sony-4k-55-inch-kd-55x75k-vn3-tskt.jpg","25","https://www.nguyenkim.com/google-tivi-sony-4k-55-inch-kd-55x75k-vn3.html","55 inch","4K (UHD)","Google TV","Chuyển động mượt Motionflow XR 200, HDR10, HLG, Tăng cường tương phản Dynamic Contrast Enhancer, Màu sắc sống động Live Colour, Nâng cấp hình ảnh 4K X-Reality PRO","Bộ xử lý X1 4K HDR","50 Hz","20W","Có","Có","2 Cổng","3 cổng","Sony","Việt Nam","2022","24 Tháng","Google Tivi","","Clear Phase, DTS Digital Surround, S-Master Digital Amplifier, S-Force Front Surround","","Tìm kiếm giọng nói trên YouTube bằng tiếng Việt, Google Assistant có tiếng Việt",2024-12-01
"136068","Tivi QLED Samsung QA55Q70DAKXXV","20500000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057610-smart-tivi-qled-4k-65-inch-qa55q70dakxxv-tskt.jpg","6","https://www.nguyenkim.com/smart-tivi-qled-samsung-4k-55-inch-qa55q70dakxxv.html","55 inch","4K (UHD)","Tizen","Công nghệ Quantum Dot, Quantum HDR, Dual LED, Công nghệ Supreme UHD Dimming, Wide Viewing Angle, EyeComfort, Motion Xcelerator","Quantum Processor 4K","120 Hz","20W","1 cổng","Wifi 5","2 x USB A","4 Cổng","Samsung","Việt Nam","2024","24 Tháng","Tivi QLED","HDR 10+","Q symphony Next, Object Tracking Sound (OTS), Active Voice Amplifier, Adaptive Sound Pro","DDR 2.5G, Flash 8G","Trợ lý ảo Tiếng Việt Bixby: Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"137498","BRAVIA 3 Tivi LED Sony 4K 65 inch K-65S30","18490000.00","20990000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10058014-Google_Tivi_LED_Sony_4K_65_inch_K-65S30_VN3-tskt.jpg","23","https://www.nguyenkim.com/google-tivi-led-sony-4k-65-inch-k-65s30-vn3.html","65 inch","4K (UHD)","Google TV","4K HDR Processor X1, Triluminos PRO, 4K X-Reality PRO, Motionflow XR 200, Auto mode, Dolby Vision","4K HDR Processor X1","60 Hz / 50 Hz","20W","Có","Wifi, LAN (2,4 GHz/5 GHz)","2 (Bên cạnh)","4 cổng","Sony","Malaysia","2024","24 Tháng","Google Tivi","HDR10/HLG","X-Balanced Speaker, Dolby Atmos, DTS Digital Surround, S-Master Digital Amplifier","","Tìm kiếm và điều khiển TV không cần remote bằng cách nói ""OK google + câu lệnh"" trực tiếp vào TV - Hoặc Tìm kiếm bằng giọng nói truyền thống bằng remote",2024-12-01
"136193","Smart Tivi Samsung UA43DU7700KXXV","9900000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057632-smart-tivi-qled-4k-43-inch-qa43du7700kxxv-tskt.jpg","5","https://www.nguyenkim.com/smart-tivi-samsung-4k-43-inch-ua43du7700kxxv.html","43 inch","4K (UHD)","Tizen","Purcolor, HDR, Công nghệ UHD Dimming, Contrast Enhancer, Motion Xcelerator","Crystal 4K","60 Hz","20W","1 cổng","Wifi 5","1 x USB-A","3 Micro HDMI","Samsung","Việt Nam","2024","24 Tháng","Smart Tivi","HDR10","Q symphony Next, Object Tracking Sound Lite (OTS Lite), Adaptive Sound","DDR 2G, Flash 8G","Trợ lý ảo Tiếng Việt Bixby: Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"136103","Tivi QLED Samsung QA43Q60DAKXXV","12400000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10057616-smart-tivi-qled-4k-43-inch-qa43q60dakxxv-tskt-19.jpg","4","https://www.nguyenkim.com/smart-tivi-qled-samsung-4k-43-inch-qa43q60dakxxv.html","43 inch","4K (UHD)","Tizen","Quantum Dot tái hiện 100% dải màu, Quantum HDR, Motion Xcelerator, Supreme UHD Dimming, Màu sắc đạt chuẩn chứng nhận Pantone, Super Ultra Wide Game View & Game Bar, Expert Calibration tự động cân chỉnh màu sắc, Giảm độ trễ chơi game với ALLM,...","Quantum Processor Lite 4K","60 Hz","20W","1 cổng","Wifi 5","2 x USB-A","3 cổng","Samsung","Việt Nam","2024","24 Tháng","Tivi QLED","HDR 10+","Quantum Dot tái hiện 100% dải màu, Quantum HDR, Motion Xcelerator, Supreme UHD Dimming, Màu sắc đạt chuẩn chứng nhận Pantone, Super Ultra Wide Game View & Game Bar, Expert Calibration tự động cân chỉnh màu sắc, Giảm độ trễ chơi game với Auto Low Latency M","DDR 2G, Flash 8G","Trợ lý ảo Tiếng Việt Bixby: Tìm kiếm bằng giọng nói Tiếng Việt",2024-12-01
"120533","Google Tivi Sony KD-32W830K","6990000.00","7490000.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10052313-google-tivi-sony-2k-32-inch-kd-32w830k-tskt.jpg","15","https://www.nguyenkim.com/google-tivi-sony-32-inch-kd-32w830k.html","32 inch","HD","Google TV","Motionflow XR 200, Live Colour, X-Reality PRO","Hãng không công bố","50 Hz","20W","Có","Wi-Fi 802.11a/b/g/n/ac","2 Cổng","3 cổng","Sony","Việt Nam","2022","24 Tháng","Google Tivi","","Bộ khuếch đại âm thanh S-Master Digital Amplifier","","Tìm kiếm bằng giọng nói Tiếng Việt, Trợ lý ảo Google Assistant",2024-12-01
"134963","Google Tivi Hisense 55A6500K","7990000.00","0.00","https://www.nguyenkim.com/images/companies/_1/Content/TSKT-2021/tivi/10056960-tivi-google-hisense-4k-55-inch-55a6500k-tskt.jpg","18","https://www.nguyenkim.com/google-tivi-hisense-4k-55-inch-55a6500k.html","55 inch","4K (UHD)","Google TV","Công nghệ xử lý hình ảnh Dynamic Backlight Control/VRR/MEMC; Công nghệ hình ảnh HDR10/Dolby Vision","MT9612IAATNC","60 Hz","20W","Có","2.4G + 5G/Bluetooth 5.1","2 Cổng","3 cổng","Hisense","Thái Lan","2023","24 Tháng","Google Tivi","HDR10","Dolby Atmos","","Tìm kiếm bằng giọng nói Tiếng Việt, Trợ lý ảo Google Assistant",2024-12-01
